        1.75411       -1.28518       -0.05262
       -1.31422       -1.09745       -0.68947
       -0.91945       -0.00431       -0.45708
       -1.01122        1.67535       -0.86625
        0.58614        1.28925        0.05414
       -0.14520        2.20830        1.30881
        0.46450       -2.26653        0.45894
        1.25770       -1.02307        0.10583
       -1.16500        0.08745       -0.40399
       -0.09148        0.15501        1.05006
       -0.30243       -0.67193        1.38004
        0.18215        0.59026        0.79335
       -1.17921        0.09814        0.10788
        1.31907       -0.26042       -2.05709
        0.10729        0.92551        1.85343
        0.35158        0.64337        0.45565
       -0.68623        1.26150        0.22310
        0.24367       -0.48256       -0.52165
        0.90173        1.93789       -1.66320
        0.65453        0.96593        0.01311
        0.56800        1.39731       -0.50978
       -0.68773        0.60253        2.23747
        0.18941        1.13415       -0.61824
       -0.26279        1.17042       -1.02429
        1.32917       -1.63207       -0.74762
        0.51539        1.30309        0.31405
        1.28425        1.42583       -0.32443
       -1.68473       -0.19395        0.04914
       -0.30143        1.14729        0.67081
        0.56037        0.94102        1.00719
       -0.37660       -0.17971       -0.21075
        1.08882       -0.62792       -0.07216
        0.27921       -0.00442        0.68869
        0.14033        2.77729       -0.04884
        1.53601        0.31413       -1.28602
        0.08111       -1.97799       -0.24430
       -1.28945       -0.00358        1.10483
       -1.67467        0.62942        1.84474
        0.25743       -2.41216        0.76049
       -4.86884        0.07076       -1.24643
       -0.44509        2.68536        1.24364
        0.31755        0.41921       -0.49508
       -1.37021       -0.42974        1.71395
       -0.13801       -0.62787       -0.00798
       -0.46216        0.20766        2.17671
       -1.03178       -0.71708       -1.88687
        1.34476       -0.88392       -1.21125
        0.13820        2.07495        0.47764
       -1.21773       -0.77286       -0.41972
        0.46392       -3.14943        0.80165
       -1.33427       -0.62734       -0.29383
       -1.54481       -1.80773       -0.78068
       -0.02981       -0.92074       -0.87241
       -0.50597        0.12689       -0.90338
        1.31762       -1.22747       -1.05263
        0.14560        0.64662        0.39119
        0.82920       -0.30985       -0.78856
        0.44151       -0.13630       -0.43311
       -0.42431        0.04869        0.54376
       -0.24844        0.64247       -0.48179
        0.69253       -0.68900        0.04598
       -1.08740        0.43970        0.44658
       -0.74438       -0.39447       -0.59886
        2.40192        0.62749       -0.83818
        0.50446        2.79816       -0.62042
       -0.20800        1.29979       -0.89040
       -1.20197       -0.03064       -2.16401
        0.43129        1.19166       -0.76344
        0.07448       -1.05165        1.20193
       -0.06518       -1.42858       -1.78065
        0.90912       -0.40557        1.07716
       -0.20773        0.24197       -1.28552
        0.37032       -1.32413       -0.22156
       -0.18792       -1.38968        0.26531
        0.57569       -0.46214       -1.01041
        0.43276        1.09464       -0.99228
        1.53891       -0.84921       -0.00582
        0.20127       -0.36475        0.31503
        2.04175       -0.36891        1.44353
       -1.16449       -0.73173       -0.20840
       -0.15223       -0.20052        0.50642
        0.18447       -0.20312       -0.18820
       -0.32892       -1.01956        0.64373
       -1.94041       -1.09357        1.10464
       -1.45129       -0.97704       -0.85469
        0.17470       -0.67265       -0.14821
        0.29401       -0.69443       -0.17917
        1.06827       -0.06797       -2.00080
        0.27306        0.61216        0.03171
       -0.75685       -0.49202       -1.58786
       -0.02028        0.62921       -0.09078
       -1.51101       -1.53688       -0.31575
       -0.31726       -0.79585       -1.13911
        0.25218       -0.59067        0.19883
       -0.83660        0.78681       -1.14741
       -0.20782        1.17916        0.44647
        1.44882       -0.03962       -1.89999
        0.63156       -0.79296        0.07809
        0.42856       -0.44796        0.17773
        1.45571       -0.05148       -0.31190
       -0.21265       -0.19707        0.22146
       -0.27825        0.16588        0.48574
       -1.43027       -0.13928       -0.36748
        0.18334        0.44446        0.59346
        0.32733        1.11156       -0.36512
       -0.06679        0.66820       -0.53832
        0.72967        0.72450        1.22968
       -0.67696        1.24316       -0.54699
       -0.68876        0.42435       -0.94545
       -1.11421        0.45857       -0.24454
        0.68706       -0.14658       -0.95364
       -0.45278        1.27492       -0.44204
        1.24339        0.10322       -0.15726
       -0.94758        0.37259        0.15092
        0.07758        0.87692        0.34656
       -1.16838        1.12149       -1.02716
       -0.81661        0.60398       -1.28347
        0.61765        1.12436       -0.49112
       -0.81440        1.46576       -0.27240
        0.56933       -0.75710       -0.68220
        0.35380        1.01050       -0.23645
       -0.31198        0.75917       -0.68048
        0.54250        0.10361       -0.97439
       -0.31139        0.39919       -0.13868
        0.68415       -0.78998        0.10440
       -0.05759       -0.32336       -0.98744
       -0.40829       -0.95518       -0.72421
        0.33091        0.04731       -0.78756
        0.52807        0.51441       -0.40678
       -0.67137       -0.26090       -0.35529
       -0.84448        0.07710        0.13409
        0.44301       -1.41875        0.49868
       -1.81528       -0.34356       -0.34999
        0.53446        1.12440        0.75552
        0.26761        0.85988        1.01941
        0.56172        0.08283        0.51874
       -0.71566        1.18543        0.24181
        1.65190        0.26784        1.00779
        1.37246       -0.44554       -0.17729
       -1.36599       -0.71302       -1.40541
       -0.33265       -0.40208       -0.45023
        1.85188       -0.18986        0.13560
        1.29578       -2.35377        0.03339
        0.53543        0.91753        0.38442
        0.78681        0.35703        1.03135
        0.06099        0.48492        0.72491
        2.04806       -0.18691       -0.90714
        0.61187       -1.47108        0.96496
        0.88251       -0.58222        0.49292
        0.36955        0.13233        0.36087
       -2.43876       -0.29876        0.47506
       -0.85802       -0.68055       -0.29070
        0.15443       -0.91613        0.65064
       -1.21437        0.49326       -1.08017
       -1.30526       -0.43848       -1.51383
       -1.77977       -0.28851        0.23245
       -1.15580        1.79254       -0.15952
       -1.32603       -0.02661        0.06334
        0.34207        0.85790       -0.08219
        0.96096       -0.28439       -1.07930
       -0.07642        1.53606        0.78900
        0.46816        1.93495       -0.93103
        0.64721       -0.72657        0.92929
        1.85062        1.48295       -0.72477
        0.56693       -0.85575       -0.37276
       -1.10495        1.01446       -0.48210
        0.62816        0.26070       -0.74173
        1.44986       -0.55308       -0.25876
       -0.24368       -0.38380        0.82377
        0.15842        0.78990       -1.86086
        1.24378        0.94945        0.11585
       -0.67232       -0.78786       -0.21139
       -0.85988        0.57165        2.73273
        0.62175       -0.65449        1.19911
       -1.35566        0.64264       -0.68811
        0.64817       -1.31210        0.17049
       -1.08314        0.10347        0.49392
        0.56715       -0.53896        0.20734
       -0.44174       -0.57535        0.40786
       -0.78454        0.86633        0.31859
        0.36354        0.08159        0.56512
       -1.34839       -0.31715       -0.00917
        0.43990       -0.41418       -0.36082
        0.78843        1.39494        1.40298
        0.88368       -0.02973       -0.34672
       -0.09303       -0.61654        0.85393
       -0.31989       -1.43729       -1.26075
       -1.59343        0.01688        0.33367
       -0.49997       -0.20584       -0.91201
        1.55473        1.09586        0.73976
       -0.43289       -0.73776       -1.80958
       -0.10806       -0.11333        0.30496
        0.14833       -0.51898        0.38720
        0.63116       -0.32256       -0.21879
        0.62488        1.13431        1.19918
        1.49357        2.42776       -0.65910
       -0.16110        0.48043       -0.23803
        0.92593       -0.37310        0.36835
       -0.83415       -0.08100        1.36593
       -0.87507       -1.71496        2.38906
        0.51890       -1.93497        0.16673
       -2.02191        0.28868        0.19781
        3.61877       -0.37182        0.53435
       -0.16214        1.30884        1.12875
        2.42747       -0.52122       -0.08191
        0.07881       -0.42717       -1.42555
        0.48311       -1.28804       -0.23507
        0.11024       -0.13171        1.07926
       -0.11272       -0.44806        1.06603
       -1.79158       -0.53432        0.28934
       -0.94069        0.56943        1.45775
       -1.02482       -2.09386        0.93666
       -1.85511        0.41744        1.02938
        0.99200       -1.73682        0.64803
        0.06289       -0.52072        1.11924
        0.41577        1.80521        0.53051
        0.92602        0.95201        0.23785
        0.60106       -0.00106       -0.58544
       -0.45237        0.98065        1.17772
        0.01226       -1.37471        1.43983
       -0.49238       -0.16239        0.40023
        0.33202        0.77026        0.03641
       -0.26401       -0.14986       -0.33620
       -0.45760        1.07929       -1.01896
       -1.08723       -1.20219       -1.11598
       -0.01163        0.87822        0.43727
        1.27882       -0.16938       -0.49199
        0.10777        0.26735       -0.86434
        1.09528       -0.22668       -0.16988
       -0.15829        0.27797       -0.05916
        0.81324        1.66992        0.48755
        0.04097       -0.85460        0.14906
       -0.65671        0.13294       -0.35525
        1.12065        0.25862        0.33231
       -1.05075        0.32919        1.96051
        1.75852        0.81695        1.53201
       -0.64633       -0.14479       -2.11072
        0.90110        0.00665        0.04429
        0.88498        0.27672       -0.30069
       -1.72795       -1.34340       -1.39381
        0.12002       -0.99777        0.57365
        0.30049        0.24571        0.82789
       -0.81736       -0.61506       -0.03037
       -0.36222       -0.49733        2.50031
       -0.14026       -0.01182       -1.99736
        1.29745       -0.09362        1.76035
        0.03653       -0.50092       -1.20187
        0.22272        1.48904        1.58425
        0.20136        0.42433        0.47054
       -0.05650        2.44074       -0.18965
       -0.37610       -0.38999        1.18307
        0.99317        0.63591        1.11639
       -0.42470       -1.91241        0.21536
        0.08047       -1.29799       -1.48014
       -2.09219       -1.64902       -0.52936
       -0.52817       -0.29839        0.90429
       -0.97309       -0.04948        2.03509
       -1.53760        1.67825       -0.04531
       -2.01426        0.55244        0.19941
        0.76353       -1.68987        1.48271
       -0.20428        1.48927        2.72726
        0.93998        1.29826       -0.11997
       -0.17675        0.91494        1.34594
       -0.57199       -0.02495       -0.50060
        2.02449        3.17378       -0.27084
        0.00881       -0.27403        0.88165
        0.60086       -1.29080       -2.07514
        1.12752        0.34063        0.72045
        0.93089        1.18351       -0.12814
       -1.16219        0.52926       -0.12258
       -0.34141        1.08145        1.14460
       -0.42678       -0.83613        0.88912
       -0.06413       -0.20336        0.14451
        0.61639        0.75829        1.52778
        1.59938       -0.29528       -0.75190
        0.96133        0.85898        1.68828
       -0.34777       -0.45595        0.40379
       -1.32109       -0.35715        1.03180
       -0.41572        1.33664        0.38928
        0.05703        0.19175       -0.54665
        1.45434        0.41198        0.17402
       -0.21472        1.34671       -2.20161
       -2.06807       -1.13928        0.68208
       -0.23513        1.15911       -0.31048
        0.03468       -1.94531       -0.64802
       -0.22037        0.45429       -1.21589
       -0.14026        1.04034       -0.28667
        0.45565        0.73885       -0.26802
        1.00506       -0.32888       -0.28036
       -0.70230        0.30397        1.15171
       -0.49202        0.09409        1.56687
       -0.97606        0.83785       -0.12258
       -0.32504       -0.37088        0.52649
       -1.10937       -1.24582        0.00214
        0.06494       -0.81269        0.37287
       -0.07213        1.22391        1.55420
       -0.28823        0.21002       -0.51997
        0.66882       -1.35973        1.11092
        0.50450       -0.90390        1.91660
        0.28387       -1.07522        0.35806
       -0.18375       -0.41832        0.12359
       -1.83188       -0.24126        0.15201
       -1.26458        0.02937        0.64186
       -0.50930        0.55432        0.04643
        0.16022       -0.92937       -1.37202
        3.19718        0.83283       -0.11194
       -0.22729        0.94331       -3.11199
       -0.18470        0.69183        0.22575
        0.40466       -1.36693        0.83481
        1.06391        0.10497       -1.83556
